State,Year,Region_Type,Is_Coastal,Time_Trend_Index,Decade,Post_Liberalization,Post_2000_Infrastructure_Acceleration,Post_2010_Climate_Risk_Intensification,GDP_Growth_Rate,GSDP_Constant_Price,GSDP_Current_Price,Per_Capita_Income,Industrial_Output_Index,Services_Share,Agriculture_Share,Manufacturing_Share,Trade_Connectivity_Index,Export_Intensity,Tourism_Revenue_Index,FDI_Attractiveness_Index,Road_Density,Rail_Density,Port_Access_Index,Logistics_Connectivity_Index,Urbanization_Rate,Electricity_Access_Rate,Internet_Penetration_Rate,Infrastructure_Composite_Index,Literacy_Rate,Higher_Education_Enrollment,Health_Index,Labor_Force_Participation,Unemployment_Rate,Flood_Risk_Index,Cyclone_Exposure_Index,Drought_Risk_Index,Heat_Stress_Index,Coastal_Erosion_Risk,Land_Submergence_Risk_Index,Sea_Level_Rise_Exposure,Annual_Disaster_Loss_Rate,Climate_Vulnerability_Index,Ease_of_Doing_Business_Proxy,Policy_Reform_Index,Public_Capital_Expenditure_Index,GDP_Growth_Smoothed_3Y,Economic_Resilience_Index,Economic_Resilience_Class,Coastal_Trade_Interaction,Coastal_Climate_Interaction
Assam,1996,Landlocked,0,17,1990s,1,0,0,6.52,15507.73,16471.76,5000.0,56.32,41.34,20.78,20.11,39.42,24.67,25.46,32.56,57.48,41.46,9.22,44.0,40.15,61.01,0.0,41.92,57.78,17.65,53.55,54.83,6.09,43.08,4.65,23.61,39.39,1.04,1.36,0.62,1.78,20.3,38.36,37.18,42.6,5.736666666666667,16.43,Low,0.0,0.0
Assam,1997,Landlocked,0,18,1990s,1,0,0,7.2,16624.1,17750.13,5000.0,56.78,42.86,21.23,18.95,46.79,26.82,25.08,36.47,55.33,41.07,12.9,42.64,39.07,58.12,4.59,41.26,59.72,17.31,50.83,54.11,6.63,42.24,4.79,25.01,33.47,0.81,0.54,0.43,1.49,19.37,39.74,36.83,41.53,6.31,18.8,Low,0.0,0.0
Assam,1998,Landlocked,0,19,1990s,1,0,0,6.9,17770.41,18889.0,5000.0,62.27,41.85,21.89,20.37,45.09,26.02,30.26,32.49,53.16,42.95,10.21,46.19,40.66,62.87,6.37,42.3,60.84,18.3,51.01,54.74,4.33,45.63,6.26,25.43,34.0,0.0,0.56,0.9,1.38,20.53,44.74,36.84,39.57,6.873333333333332,19.78,Low,0.0,0.0
Assam,1999,Landlocked,0,20,1990s,1,0,0,6.19,18871.12,20124.22,5000.0,55.46,45.3,18.75,19.99,45.88,25.28,22.01,37.1,51.95,38.85,11.73,45.7,41.13,62.24,8.5,41.67,59.29,20.91,55.12,54.27,7.18,45.71,7.32,24.35,39.83,1.2,1.47,0.78,1.74,21.62,44.43,38.07,40.96,6.763333333333333,18.87,Low,0.0,0.0
Assam,2000,Landlocked,0,21,2000s,1,1,0,7.05,20201.08,21627.12,5000.0,63.29,48.22,21.11,20.33,48.14,24.59,22.92,39.68,50.91,35.95,9.46,49.03,39.16,62.06,6.42,40.92,59.56,17.75,51.93,56.58,8.56,42.38,6.66,24.08,36.64,2.36,0.11,0.32,1.65,20.19,42.09,48.86,40.12,6.713333333333334,20.71,Low,0.0,0.0
Assam,2001,Landlocked,0,22,2000s,1,1,0,6.71,21555.89,22767.66,5000.0,57.67,50.61,20.7,22.42,48.66,29.69,26.45,41.23,62.73,38.54,10.26,45.9,37.7,64.29,9.76,43.11,59.72,22.16,54.25,54.12,8.07,42.82,5.53,25.11,39.71,0.9,1.05,0.08,1.51,20.56,42.89,46.43,43.66,6.6499999999999995,22.94,Low,0.0,0.0
Assam,2002,Landlocked,0,23,2000s,1,1,0,5.98,22845.2,24323.46,5000.0,60.11,47.01,20.41,19.15,48.48,23.51,26.22,40.83,59.23,38.72,11.61,46.43,40.23,63.7,12.54,43.16,59.7,18.7,51.1,54.96,7.59,41.47,4.55,21.68,37.81,1.71,0.47,0.7,1.43,19.41,46.04,46.86,38.98,6.579999999999999,21.2,Low,0.0,0.0
Assam,2003,Landlocked,0,24,2000s,1,1,0,6.92,24426.27,25894.14,5000.0,64.57,48.76,20.96,21.43,47.31,26.24,27.43,43.72,56.35,36.74,11.16,48.75,39.85,64.72,13.72,42.8,59.06,21.06,51.62,52.8,9.11,41.96,5.22,28.36,41.34,0.7,1.06,0.38,1.51,20.98,46.11,46.91,41.95,6.536666666666666,20.74,Low,0.0,0.0
Assam,2004,Landlocked,0,25,2000s,1,1,0,6.6,26038.29,27741.03,5000.0,57.95,48.94,19.21,21.74,47.21,27.17,26.18,48.41,55.0,42.34,10.26,48.43,41.17,64.68,14.96,43.33,61.91,22.17,57.58,53.05,7.34,43.37,5.7,24.92,42.34,0.0,0.44,0.0,1.44,20.89,50.37,48.76,44.06,6.5,24.51,Low,0.0,0.0
Assam,2005,Landlocked,0,26,2000s,1,1,0,6.28,27672.78,29550.71,5000.0,54.7,50.11,19.4,20.7,48.26,27.14,27.16,39.79,58.4,42.49,11.29,50.55,38.78,65.02,20.68,44.2,60.71,23.71,58.28,54.31,7.37,41.25,7.26,27.67,43.58,0.97,1.42,0.48,1.48,21.47,48.21,50.83,40.47,6.599999999999999,23.96,Low,0.0,0.0
Assam,2006,Landlocked,0,27,2000s,1,1,0,6.35,29429.51,31513.44,5000.0,63.27,46.38,20.71,20.76,48.96,25.0,28.76,42.8,55.69,40.42,8.9,46.76,41.19,61.91,14.13,42.2,57.84,24.48,54.51,53.46,8.85,41.99,6.23,25.17,40.23,1.24,1.26,0.41,1.53,20.65,45.67,42.96,43.43,6.41,20.91,Low,0.0,0.0
Assam,2007,Landlocked,0,28,2000s,1,1,0,7.24,31560.52,33438.84,5000.0,60.53,48.79,21.15,20.49,48.49,27.22,27.07,40.88,60.69,42.2,12.72,45.97,39.85,65.78,22.31,44.3,59.79,21.99,54.19,54.0,6.6,42.36,5.65,23.04,41.43,0.57,1.1,0.06,1.59,20.38,45.14,46.36,43.81,6.623333333333332,23.64,Low,0.0,0.0
Assam,2008,Landlocked,0,29,2000s,1,1,0,7.32,33870.88,35771.13,5000.0,60.39,46.16,21.94,22.56,49.38,23.58,26.47,42.36,53.51,42.84,15.27,53.19,39.14,66.58,25.24,44.87,62.9,22.35,51.6,55.46,7.88,41.34,6.24,25.43,42.49,0.83,1.77,0.43,1.82,20.85,48.29,48.26,43.35,6.97,23.79,Low,0.0,0.0
Assam,2009,Landlocked,0,30,2000s,1,1,0,5.64,35780.05,37965.7,5000.0,58.8,47.22,20.2,20.78,48.08,28.97,28.49,41.39,63.93,42.17,14.62,44.0,41.84,68.47,27.66,45.61,60.92,25.36,58.96,51.68,8.38,44.04,5.63,24.14,43.98,0.51,0.67,0.91,1.89,21.32,48.64,47.83,42.9,6.733333333333333,23.68,Low,0.0,0.0
Assam,2010,Landlocked,0,31,2010s,1,1,1,5.35,37695.48,39831.41,5000.0,61.54,51.2,18.81,21.22,49.41,26.79,25.7,47.74,58.22,43.29,14.44,46.55,39.66,66.63,24.19,44.52,67.75,23.61,57.78,54.72,8.16,48.88,7.2,23.47,46.58,0.0,1.27,0.0,1.72,22.95,48.15,46.59,43.92,6.103333333333333,24.08,Low,0.0,0.0
Assam,2011,Landlocked,0,32,2010s,1,1,1,5.43,39742.69,42421.45,5000.0,63.89,49.36,18.0,23.72,46.06,26.31,27.32,44.74,60.64,40.88,9.73,51.56,41.3,67.91,26.08,45.14,62.93,26.51,52.79,52.83,9.38,50.08,5.63,27.61,44.51,1.19,0.94,0.73,1.89,23.42,52.75,47.17,44.31,5.473333333333333,20.05,Low,0.0,0.0
Assam,2012,Landlocked,0,33,2010s,1,1,1,6.94,42502.59,45578.83,5000.0,68.39,51.26,17.95,22.3,46.16,25.19,28.85,41.96,57.77,42.55,13.04,46.54,38.18,66.98,26.07,43.9,61.44,26.31,56.47,53.78,7.71,46.52,6.37,24.86,42.59,0.51,0.06,0.3,1.67,21.85,47.9,47.67,44.84,5.906666666666666,22.5,Low,0.0,0.0
Assam,2013,Landlocked,0,34,2010s,1,1,1,7.94,45876.94,48480.93,5000.0,64.98,51.38,17.23,21.79,50.72,28.56,27.42,44.73,58.47,42.71,13.27,47.27,41.35,72.93,31.31,45.69,70.23,22.81,58.5,51.06,7.9,50.06,6.8,23.52,46.68,0.57,0.7,0.28,1.62,23.22,52.3,47.66,47.53,6.7700000000000005,28.03,Medium,0.0,0.0
Assam,2014,Landlocked,0,35,2010s,1,1,1,7.41,49275.85,52078.63,5000.0,67.25,50.75,16.67,23.07,47.3,30.52,30.62,43.02,65.49,37.73,12.1,50.1,46.38,66.87,29.15,46.39,63.18,26.69,56.14,53.91,8.66,48.48,6.16,26.19,44.22,0.87,0.95,0.93,1.65,22.88,43.52,48.92,47.56,7.430000000000001,26.51,Low,0.0,0.0
Assam,2015,Landlocked,0,36,2010s,1,1,1,6.85,52650.24,55686.45,5000.0,62.31,50.92,19.25,22.73,55.29,24.26,29.54,40.26,64.74,37.91,11.19,49.59,43.06,68.26,33.06,45.71,66.15,25.32,60.64,54.92,7.58,52.99,6.45,23.18,46.09,1.43,0.39,0.0,1.87,23.78,49.24,50.52,47.55,7.3999999999999995,29.74,Medium,0.0,0.0
Assam,2016,Landlocked,0,37,2010s,1,1,1,8.4,57072.28,60436.17,5000.0,68.2,47.69,16.17,22.79,50.16,27.38,28.82,42.38,63.65,44.87,12.85,56.68,46.33,72.56,37.13,49.28,70.98,25.6,56.33,53.47,6.9,49.04,6.26,25.52,46.04,1.11,1.84,0.81,1.91,23.29,50.74,44.33,42.79,7.553333333333334,26.94,Low,0.0,0.0
Assam,2017,Landlocked,0,38,2010s,1,1,1,5.99,60489.37,64198.47,5000.0,62.95,50.82,18.26,23.75,54.25,30.57,28.04,45.62,61.75,41.87,11.88,47.93,42.97,68.43,39.4,45.57,66.84,26.86,61.07,52.32,7.18,49.16,6.27,27.33,48.29,1.08,0.98,0.67,1.58,23.79,50.45,48.06,47.69,7.080000000000001,29.47,Medium,0.0,0.0
Assam,2018,Landlocked,0,39,2010s,1,1,1,7.7,65146.83,69477.74,5000.0,64.5,54.1,15.94,24.48,54.1,27.75,28.52,44.48,63.88,40.25,12.8,52.98,44.92,70.14,39.07,47.39,69.19,26.49,58.07,53.19,7.13,54.14,5.76,27.85,50.41,0.85,1.02,0.55,1.68,25.23,48.06,47.66,46.28,7.363333333333334,29.05,Medium,0.0,0.0
Assam,2019,Landlocked,0,40,2010s,1,1,1,7.44,69995.34,74923.04,5000.0,71.45,49.88,19.77,23.81,52.12,26.72,31.26,47.43,63.27,41.72,13.68,55.88,45.01,74.13,41.5,48.81,68.37,27.74,61.14,53.8,9.27,49.53,3.55,26.89,44.99,1.69,1.34,0.66,1.84,22.97,53.76,46.57,49.07,7.043333333333334,29.14,Medium,0.0,0.0
Assam,2020,Landlocked,0,41,2020s,1,1,1,3.43,72393.07,76372.43,5000.0,62.68,51.65,15.19,22.13,51.94,27.99,32.62,42.33,63.7,43.28,12.7,51.06,45.7,70.58,44.9,47.61,69.95,25.14,60.39,54.73,8.32,48.52,5.02,27.81,47.82,0.29,1.07,0.13,1.62,23.28,51.21,46.23,46.02,6.19,27.31,Low,0.0,0.0
Assam,2021,Landlocked,0,42,2020s,1,1,1,7.24,77632.24,82173.68,5000.0,70.16,49.55,13.78,23.65,55.5,28.99,36.98,44.03,65.21,37.54,15.16,53.36,43.18,71.85,44.06,47.73,68.82,30.95,58.92,54.3,7.5,50.37,6.14,24.56,44.66,1.19,0.61,0.47,1.62,23.12,55.23,49.27,51.06,6.036666666666666,30.35,Medium,0.0,0.0
Assam,2022,Landlocked,0,43,2020s,1,1,1,6.7,82836.63,87402.73,5000.0,63.37,54.58,14.71,23.28,53.24,29.53,31.92,42.2,63.08,49.44,14.45,52.96,42.85,73.06,46.25,48.96,69.59,28.75,63.53,53.39,7.94,47.5,6.25,23.98,47.95,0.0,0.86,0.71,2.0,22.74,53.7,46.66,45.83,5.79,27.5,Medium,0.0,0.0
Assam,2023,Landlocked,0,44,2020s,1,1,1,7.69,89203.27,95251.75,5000.0,72.83,51.96,14.96,22.58,50.06,26.88,33.63,43.13,60.96,49.06,12.6,52.35,46.71,73.84,46.58,48.82,67.61,27.08,58.52,54.11,8.09,48.5,5.92,23.02,50.07,2.02,0.7,0.41,1.74,23.28,55.4,45.77,51.81,7.210000000000001,29.61,Medium,0.0,0.0
Assam,2024,Landlocked,0,45,2020s,1,1,1,7.19,95616.41,101666.77,5000.0,71.24,49.49,16.35,24.38,50.16,29.11,31.78,42.75,68.29,42.03,15.27,53.7,43.47,74.46,48.76,49.46,67.57,26.18,62.24,52.64,8.18,48.91,5.59,29.03,50.33,1.6,0.97,0.38,1.79,24.17,56.48,49.74,53.17,7.193333333333334,31.53,Medium,0.0,0.0
Assam,2025,Landlocked,0,46,2020s,1,1,1,6.21,101554.84,107480.5,5000.0,66.68,49.66,16.45,23.3,45.76,33.21,30.3,41.76,71.11,40.62,16.97,53.03,42.42,77.31,52.69,50.24,72.8,29.79,62.2,52.62,8.01,46.94,4.57,25.94,52.78,0.69,0.67,0.0,1.7,23.25,55.48,49.14,50.71,7.030000000000001,30.91,Medium,0.0,0.0
Bihar,1980,Landlocked,0,1,1980s,0,0,0,4.14,11000.0,11738.69,5000.0,45.8,35.35,34.81,15.64,32.46,16.2,18.79,27.26,44.49,32.27,6.45,30.92,31.8,51.89,0.78,32.64,46.85,12.18,41.83,54.32,7.27,40.72,5.92,23.94,30.65,1.3,1.16,0.75,1.61,18.81,38.32,23.97,34.61,4.14,0.11,Low,0.0,0.0
Bihar,1981,Landlocked,0,2,1980s,0,0,0,5.33,11586.42,12325.07,5000.0,50.22,39.71,37.64,15.87,32.27,17.23,18.38,25.97,47.96,30.8,6.44,36.73,31.68,51.83,0.95,34.08,47.68,11.72,42.39,51.93,5.84,37.99,6.02,26.91,34.33,1.13,0.47,1.84,1.57,19.12,35.3,25.3,34.34,4.734999999999999,2.26,Low,0.0,0.0
Bihar,1982,Landlocked,0,3,1980s,0,0,0,3.63,12006.76,12848.9,5000.0,48.9,36.85,34.61,16.2,34.4,17.57,17.81,26.24,42.68,31.98,10.28,38.74,29.98,48.13,0.0,33.48,50.9,14.01,40.82,52.67,7.87,39.63,6.58,28.52,28.49,0.85,0.82,0.55,1.71,18.9,34.54,18.25,30.83,4.366666666666666,0.0,Low,0.0,0.0
Bihar,1983,Landlocked,0,4,1980s,0,0,0,5.11,12620.34,13405.56,5000.0,48.92,39.92,33.16,18.01,35.46,14.48,14.13,25.52,50.28,37.06,9.77,35.11,33.86,50.73,0.0,35.85,44.97,12.7,41.74,52.42,3.74,39.14,2.73,28.7,31.84,0.78,1.14,0.01,1.52,18.56,35.71,17.93,32.91,4.69,1.63,Low,0.0,0.0
Bihar,1984,Landlocked,0,5,1980s,0,0,0,5.85,13358.37,14091.21,5000.0,52.97,37.57,33.4,15.03,37.47,16.58,16.41,25.39,47.21,33.86,13.66,38.05,31.65,50.96,0.21,35.76,46.69,12.96,44.9,51.56,5.23,41.83,3.73,22.38,28.98,0.0,1.03,0.32,1.49,18.02,36.83,22.74,35.71,4.863333333333333,5.0,Low,0.0,0.0
Bihar,1985,Landlocked,0,6,1980s,0,0,0,5.1,14039.07,14921.92,5000.0,51.21,39.33,35.45,15.58,30.79,16.38,15.73,24.23,45.04,34.97,8.29,35.57,32.08,50.98,0.0,34.19,46.92,13.36,42.53,53.46,4.59,37.72,6.97,24.64,31.3,0.03,0.0,1.27,1.52,18.26,35.19,20.73,35.24,5.353333333333333,2.74,Low,0.0,0.0
Bihar,1986,Landlocked,0,7,1980s,0,0,0,4.84,14717.86,15647.45,5000.0,51.4,37.91,34.27,18.4,30.73,15.01,19.51,27.71,41.45,35.33,9.33,39.44,31.79,54.26,2.69,34.95,49.88,13.64,42.7,54.28,5.92,36.96,4.44,26.77,33.77,0.0,1.91,0.65,1.53,18.38,35.13,24.16,34.58,5.263333333333333,3.4,Low,0.0,0.0
Bihar,1987,Landlocked,0,8,1980s,0,0,0,5.52,15530.68,16640.3,5000.0,52.1,39.34,33.83,16.77,37.62,15.67,17.31,24.73,45.44,35.33,8.72,41.12,31.68,53.75,0.0,35.77,51.87,13.94,44.02,53.73,5.39,39.97,4.39,26.75,30.36,0.47,0.75,1.41,1.55,18.63,39.03,24.56,34.45,5.153333333333332,5.9,Low,0.0,0.0
Bihar,1988,Landlocked,0,9,1980s,0,0,0,4.64,16251.81,17378.8,5000.0,48.27,41.15,32.83,15.48,37.27,19.62,21.85,26.58,46.15,35.79,10.96,41.99,33.3,53.52,0.0,36.74,52.55,12.0,46.22,53.01,6.63,39.08,6.69,28.26,32.02,0.53,0.27,0.78,1.41,19.18,38.29,26.77,33.83,5.0,6.38,Low,0.0,0.0
Bihar,1989,Landlocked,0,10,1980s,0,0,0,5.31,17114.28,18266.12,5000.0,53.25,43.38,30.47,17.62,34.89,14.72,17.43,26.59,46.46,30.02,14.73,39.31,33.8,52.1,1.52,36.04,51.59,11.85,42.86,53.25,7.98,39.53,6.26,26.21,33.55,1.87,1.8,1.15,1.38,19.47,36.39,24.68,35.42,5.156666666666666,4.6,Low,0.0,0.0
Bihar,1990,Landlocked,0,11,1990s,0,0,0,3.84,17770.86,18795.03,5000.0,54.01,43.69,32.24,16.5,36.53,21.38,17.67,27.24,49.79,34.54,9.71,37.02,29.72,52.52,0.22,35.37,54.56,14.88,44.3,51.23,6.7,41.52,6.22,27.73,31.27,0.72,1.97,1.06,1.38,19.7,36.81,24.85,34.77,4.596666666666667,5.13,Low,0.0,0.0
Bihar,1991,Landlocked,0,12,1990s,1,0,0,6.06,18847.96,19978.96,5000.0,49.04,39.42,31.93,18.11,39.99,21.93,18.4,27.13,49.03,27.09,9.31,41.41,32.14,56.62,3.31,35.95,46.19,15.16,39.92,52.16,6.03,33.83,7.08,27.09,33.01,2.17,0.0,0.0,1.08,18.07,40.92,36.78,37.97,5.069999999999999,9.38,Low,0.0,0.0
Bihar,1992,Landlocked,0,13,1990s,1,0,0,6.14,20006.1,21273.4,5000.0,52.03,41.5,32.36,17.67,40.18,24.33,19.29,27.83,44.47,37.12,9.41,41.01,32.3,52.69,0.0,35.87,52.81,14.75,48.59,52.52,7.89,39.61,2.75,28.63,32.18,1.18,0.34,1.57,1.73,18.83,36.24,35.87,37.5,5.346666666666667,10.18,Low,0.0,0.0
Bihar,1993,Landlocked,0,14,1990s,1,0,0,5.53,21112.78,22625.7,5000.0,49.13,39.9,31.93,20.01,41.49,22.33,20.59,30.55,51.57,40.91,9.45,41.82,33.15,55.85,1.06,38.48,53.31,19.8,45.72,53.0,4.11,39.66,6.3,25.46,30.66,0.97,0.81,0.86,1.84,18.78,37.36,34.41,35.03,5.909999999999999,11.46,Low,0.0,0.0
Bihar,1994,Landlocked,0,15,1990s,1,0,0,3.88,21932.03,23370.08,5000.0,50.96,42.77,32.36,18.72,38.83,23.0,14.65,32.11,49.38,35.24,11.13,41.24,34.51,56.62,0.0,37.83,52.97,16.53,45.19,53.33,5.38,39.23,5.28,28.01,37.97,1.56,0.0,1.1,1.77,19.89,37.56,36.59,35.94,5.183333333333334,9.71,Low,0.0,0.0
Bihar,1995,Landlocked,0,16,1990s,1,0,0,4.67,22957.13,24332.97,5000.0,51.38,40.91,29.96,17.92,41.06,22.51,20.82,33.22,56.84,37.76,10.8,39.36,35.46,57.62,0.0,39.44,56.15,14.72,46.51,52.97,5.75,38.39,5.02,24.85,39.01,0.19,0.99,0.71,1.34,19.23,39.07,34.3,40.86,4.6933333333333325,13.06,Low,0.0,0.0
Bihar,1996,Landlocked,0,17,1990s,1,0,0,4.1,23898.92,25097.81,5000.0,49.73,39.28,33.52,19.58,41.66,22.83,21.77,29.46,52.48,32.94,9.33,42.72,36.71,58.61,0.42,38.68,54.14,17.4,45.63,53.95,3.64,37.24,4.65,20.83,34.36,1.5,0.82,1.29,1.64,17.87,40.19,36.75,38.56,4.216666666666666,12.0,Low,0.0,0.0
Bihar,1997,Landlocked,0,18,1990s,1,0,0,5.62,25240.93,26757.1,5000.0,54.1,43.01,31.3,18.0,43.68,27.2,22.05,33.99,48.82,37.99,10.89,42.51,36.04,57.61,2.33,38.7,55.31,19.0,46.78,53.37,6.78,38.2,6.55,25.81,40.66,1.35,0.79,0.06,1.5,19.89,39.31,33.6,38.35,4.796666666666667,11.58,Low,0.0,0.0
Bihar,1998,Landlocked,0,19,1990s,1,0,0,6.93,26990.78,28562.88,5000.0,58.12,39.87,33.17,19.05,39.73,25.84,19.51,31.32,49.69,33.44,12.06,41.09,33.01,59.4,3.16,37.98,53.61,19.67,45.61,49.52,6.66,38.19,4.94,25.89,38.59,0.4,1.69,0.0,1.55,19.28,41.4,34.6,37.09,5.55,10.77,Low,0.0,0.0
Bihar,1999,Landlocked,0,20,1990s,1,0,0,6.82,28830.55,30734.46,5000.0,52.78,43.85,30.39,17.18,45.99,23.35,19.82,32.16,53.18,40.56,7.91,43.87,37.16,58.47,8.67,39.87,58.23,16.16,51.83,50.43,4.9,38.28,7.08,25.9,38.55,2.15,0.62,0.0,1.46,19.8,43.26,36.26,43.36,6.456666666666667,19.48,Low,0.0,0.0
Bihar,2000,Landlocked,0,21,2000s,1,1,0,6.68,30756.41,32819.07,5000.0,55.15,43.9,29.06,24.84,44.65,26.22,19.6,43.44,55.0,40.54,14.33,39.13,34.05,57.18,6.73,39.79,57.46,17.74,52.81,54.59,7.53,42.71,6.65,25.62,35.09,0.83,0.41,0.6,1.64,20.14,41.05,47.17,37.43,6.81,18.52,Low,0.0,0.0
Bihar,2001,Landlocked,0,22,2000s,1,1,0,5.13,32334.95,34248.0,5000.0,56.0,47.34,27.96,19.26,42.42,23.56,22.87,37.72,50.43,34.24,13.13,41.64,37.09,63.58,9.99,39.84,59.48,21.45,51.05,52.28,8.18,36.23,4.38,25.31,44.08,0.35,0.3,0.0,1.51,19.27,41.61,48.29,41.55,6.21,19.22,Low,0.0,0.0
Bihar,2002,Landlocked,0,23,2000s,1,1,0,6.22,34345.75,36183.26,5000.0,59.9,45.43,31.31,19.55,40.82,24.07,19.35,38.11,53.1,37.47,8.43,43.02,35.43,58.78,11.92,39.14,56.6,21.38,51.71,53.72,7.05,36.88,5.24,26.22,38.87,0.06,0.78,0.3,1.57,19.01,43.05,48.32,38.04,6.010000000000001,17.03,Low,0.0,0.0
Bihar,2003,Landlocked,0,24,2000s,1,1,0,7.36,36871.89,38781.77,5000.0,52.54,45.2,30.87,19.42,46.66,25.86,20.72,42.42,54.24,34.04,14.77,43.96,36.74,58.81,15.54,40.39,59.18,20.6,48.65,53.3,8.45,37.46,3.74,27.68,37.43,1.12,0.53,1.11,1.41,19.06,44.33,45.09,42.92,6.236666666666667,19.83,Low,0.0,0.0
Bihar,2004,Landlocked,0,25,2000s,1,1,0,6.09,39117.61,41656.9,5000.0,57.48,51.09,29.1,20.07,45.21,24.94,18.32,42.35,47.29,35.5,13.73,42.94,35.68,62.73,13.0,39.43,56.14,20.43,49.63,50.81,8.18,39.73,4.8,25.94,42.0,1.95,0.63,0.83,1.61,20.28,44.28,46.2,39.45,6.5566666666666675,17.65,Low,0.0,0.0
Bihar,2005,Landlocked,0,26,2000s,1,1,0,7.28,41963.91,44881.27,5000.0,62.46,45.45,29.94,19.74,43.99,27.97,23.48,36.42,51.98,39.86,11.95,41.53,35.68,62.82,18.22,40.32,59.07,24.08,51.98,52.01,6.72,36.85,5.5,25.54,44.9,2.17,1.18,0.0,1.36,20.06,45.43,44.99,43.87,6.91,21.54,Low,0.0,0.0
Bihar,2006,Landlocked,0,27,2000s,1,1,0,7.2,44984.83,47888.93,5000.0,55.29,46.33,28.75,21.51,42.06,24.51,22.27,41.18,51.37,33.61,13.04,41.05,39.69,61.54,14.65,39.89,58.51,21.29,49.6,52.32,8.28,38.4,4.22,25.92,44.87,2.35,0.0,1.05,1.52,20.26,45.17,45.02,38.45,6.8566666666666665,17.4,Low,0.0,0.0
Bihar,2007,Landlocked,0,28,2000s,1,1,0,7.57,48388.15,51352.83,5000.0,53.64,44.31,29.1,20.57,46.0,26.46,21.56,39.34,52.97,36.55,10.22,45.58,39.54,60.67,21.83,40.73,60.15,21.44,47.6,50.13,7.68,40.38,4.49,29.86,44.0,0.27,0.82,1.74,1.39,21.1,44.78,45.47,43.75,7.3500000000000005,21.5,Low,0.0,0.0
Bihar,2008,Landlocked,0,29,2000s,1,1,0,6.63,51595.99,54399.69,5000.0,61.56,50.86,28.03,21.48,43.25,25.25,22.27,41.51,58.51,36.98,14.85,48.42,39.35,61.71,19.57,43.27,58.74,22.86,48.91,53.11,6.46,40.45,5.18,29.19,45.3,2.15,1.68,0.57,1.41,21.53,42.01,41.95,40.53,7.133333333333333,19.54,Low,0.0,0.0
Bihar,2009,Landlocked,0,30,2000s,1,1,0,7.32,55372.84,58374.63,5000.0,58.06,47.92,27.21,19.32,44.7,23.5,22.3,42.88,54.49,41.86,14.8,44.11,36.04,63.08,24.62,42.13,59.83,23.15,54.08,51.37,6.86,40.23,5.31,25.15,42.8,0.94,0.0,0.88,1.46,20.32,38.95,46.07,41.57,7.173333333333335,22.19,Low,0.0,0.0
Bihar,2010,Landlocked,0,31,2010s,1,1,1,6.26,58836.55,62318.63,5000.0,55.71,48.13,26.41,19.86,46.2,23.31,20.15,43.83,57.44,36.95,12.35,46.83,40.02,62.12,24.57,42.51,60.24,21.86,52.32,52.29,8.28,45.77,3.65,23.8,43.26,2.46,0.29,0.4,1.56,21.39,43.81,46.48,46.21,6.736666666666667,22.6,Low,0.0,0.0
Bihar,2011,Landlocked,0,32,2010s,1,1,1,5.53,62090.55,65928.56,5000.0,67.66,47.53,26.27,22.63,44.31,28.8,21.55,43.1,56.7,41.02,15.92,43.56,40.79,61.26,23.27,42.98,60.09,23.26,52.4,52.1,7.69,45.98,5.83,28.71,48.12,0.98,0.49,0.81,1.55,23.08,43.96,48.12,43.51,6.37,20.97,Low,0.0,0.0
Bihar,2012,Landlocked,0,33,2010s,1,1,1,7.38,66673.44,71192.49,5000.0,59.95,49.62,28.56,21.2,50.03,25.35,23.23,33.1,55.16,40.1,15.44,44.56,39.54,66.62,26.91,43.33,57.58,23.23,54.19,51.16,7.29,42.49,2.59,28.57,44.96,2.28,1.31,0.32,1.57,21.38,46.85,48.05,44.76,6.390000000000001,23.28,Low,0.0,0.0
Bihar,2013,Landlocked,0,34,2010s,1,1,1,6.7,71141.14,75697.99,5000.0,57.21,47.63,26.91,19.76,42.94,26.55,22.92,39.11,55.82,41.95,15.03,44.0,37.97,66.67,29.61,43.29,62.5,21.51,51.63,51.68,7.82,48.21,4.47,24.47,45.24,1.83,0.0,1.23,1.69,22.46,44.65,42.92,45.89,6.536666666666666,20.79,Low,0.0,0.0
Bihar,2014,Landlocked,0,35,2010s,1,1,1,7.33,76355.2,80984.48,5000.0,57.9,47.35,25.6,21.21,44.67,22.67,29.41,36.11,57.84,33.89,9.3,47.27,39.47,67.93,30.73,42.52,62.73,22.14,56.33,53.41,6.29,44.88,5.3,25.83,47.49,1.67,0.69,0.36,1.88,22.28,48.39,46.26,41.57,7.136666666666667,22.17,Low,0.0,0.0
Bihar,2015,Landlocked,0,36,2010s,1,1,1,7.46,82050.94,86381.92,5000.0,52.74,48.56,25.44,21.2,44.42,25.53,26.96,38.4,60.6,36.49,14.39,47.39,40.01,65.87,32.74,44.08,58.34,21.79,54.5,49.85,7.01,44.69,4.33,25.14,46.98,1.81,0.22,0.21,1.52,21.86,42.08,46.4,47.05,7.163333333333334,23.95,Low,0.0,0.0
